idx,label,source,deg_a,deg_b,a_str,b_str,a_top,b_top,R_struct,disc_a,disc_a_neg,disc_a_psq,BT_disc,lam_ratio,int_resonance,stokes_idx,conv_slope,r_final_log10,finite_termination
334,T0,F24_Rat_finite_termination,2,2,"-1,0,1","1,-2,4",-1,1,-1.0,4,0,1,-3,1.0,0,-1,0.0,-1000000000.0,1
335,T1,F24_Trans,2,2,"-2,1,3","0,3,2",-2,0,nan,25,0,1,-8,1.0,0,-1,0.3119451528250969,-1000000000.0,1
336,T0,F24_Rat_finite_termination,2,2,"-1,-1,2","4,0,-2",-1,4,-0.0625,9,0,1,12,13.928203230275503,0,1,0.0,-1000000000.0,1
337,T0,F24_Rat_finite_termination,2,2,"-2,3,-1","-1,2,-4",-2,-1,-2.0,1,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
338,T0,F24_Rat_finite_termination,2,2,"3,-4,1","2,1,4",3,2,0.75,4,0,1,16,3.0,1,0,0.0,-1000000000.0,1
339,T0,F24_Rat_finite_termination,2,2,"-2,1,1","-1,4,-4",-2,-1,-2.0,9,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
340,T0,F24_Rat_finite_termination,2,2,"2,-4,0","-1,-2,2",2,-1,2.0,16,0,1,9,0.5,0,0,0.0,-1000000000.0,1
341,T1,F24_Trans,2,2,"-2,1,3","0,3,0",-2,0,nan,25,0,1,-8,1.0,0,-1,0.29498098325463135,-1000000000.0,1
342,T1,irr_482,0,2,1,"3,6,7",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
343,T0,F24_Rat_finite_termination,2,2,"0,1,-2","-2,2,4",0,-2,0.0,1,0,1,4,0.0,0,0,0.0,-1000000000.0,1
344,T0,F24_Rat_finite_termination,2,2,"2,1,-3","1,-3,-1",2,1,2.0,25,0,1,9,2.0,1,0,0.0,-1000000000.0,1
345,T1,irr_482,0,2,1,"6,-5,2",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
346,T0,F24_Rat_finite_termination,2,2,"1,0,-4","3,3,-1",1,3,0.1111111111111111,16,0,1,13,10.908326913195987,0,1,0.0,-1000000000.0,1
347,T1,irr_482,0,2,1,"1,-6,6",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
348,T0,F24_Rat_finite_termination,2,2,"3,-4,-4","-1,-2,-4",3,-1,3.0,64,0,1,13,0.5657414540893351,0,1,0.0,-1000000000.0,1
349,T0,F24_Rat_finite_termination,2,2,"2,-4,2","-3,1,1",2,-3,0.2222222222222222,0,0,1,17,0.1576707807867546,0,1,0.0,-1000000000.0,1
350,T1,irr_482,0,2,1,"5,-4,3",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
351,T0,F24_Rat_finite_termination,2,2,"-1,0,1","-1,2,1",-1,-1,-1.0,4,0,1,-3,1.0,0,-1,0.0,-1000000000.0,1
352,T0,F24_Rat_finite_termination,2,2,"-1,0,4","3,0,3",-1,3,-0.1111111111111111,16,0,1,5,6.854101966249686,0,1,0.0,-1000000000.0,1
353,T0,F24_Rat_finite_termination,2,2,"1,-4,4","-4,-3,-4",1,-4,0.0625,0,0,1,20,0.05572809000084124,0,1,0.0,-1000000000.0,1
354,T0,F24_Rat_finite_termination,2,2,"2,0,-2","0,-1,-2",2,0,nan,16,0,1,8,1.0,0,1,0.0,-1000000000.0,1
355,T0,F24_Rat_finite_termination,2,2,"4,-3,-1","0,-2,-4",4,0,nan,25,0,1,16,1.0,0,0,0.0,-1000000000.0,1
356,T1,irr_482,0,2,1,"5,0,1",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
357,T1,irr_482,0,2,1,"3,-6,7",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
358,T0,F24_Rat_finite_termination,2,2,"3,-4,1","1,-4,2",3,1,3.0,4,0,1,13,1.7675918792439984,0,1,0.0,-1000000000.0,1
359,T1,irr_482,0,2,1,"6,-4,5",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
360,T0,F24_Rat_finite_termination,2,2,"-1,-2,3","-1,-3,1",-1,-1,-1.0,16,0,1,-3,1.0,0,-1,0.0,-1000000000.0,1
361,T0,F24_Rat_finite_termination,2,2,"1,3,-4","-2,1,-4",1,-2,0.25,25,0,1,8,0.17157287525380996,0,1,0.0,-1000000000.0,1
362,T0,F24_Rat_finite_termination,2,2,"1,-2,1","1,-1,4",1,1,1.0,0,0,1,5,2.618033988749895,0,1,0.0,-1000000000.0,1
363,T0,F24_Rat_finite_termination,2,2,"0,-2,4","0,0,-2",0,0,nan,4,0,1,0,1.0,0,0,0.0,-1000000000.0,1
364,T0,F24_Rat_finite_termination,2,2,"-2,0,2","-2,-2,3",-2,-2,-0.5,16,0,1,-4,1.0,0,-1,0.0,-1000000000.0,1
365,T0,F24_Rat_finite_termination,2,2,"-4,0,4","3,-2,3",-4,3,-0.4444444444444444,64,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
366,T1,irr_482,0,2,1,"5,-5,7",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
367,T1,irr_482,0,2,1,"5,1,4",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
368,T0,F24_Rat_finite_termination,2,2,"0,-1,3","-3,-2,-1",0,-3,0.0,1,0,1,9,0.0,0,0,0.0,-1000000000.0,1
369,T0,F24_Rat_finite_termination,2,2,"-1,3,-2","3,3,4",-1,3,-0.1111111111111111,1,0,1,5,6.854101966249686,0,1,0.0,-1000000000.0,1
370,T1,irr_482,0,2,1,"2,-5,4",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
371,T1,irr_482,0,2,1,"1,5,4",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
372,T1,irr_482,0,2,1,"5,3,6",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
373,T0,F24_Rat_finite_termination,2,2,"-2,3,2","-4,4,-4",-2,-4,-0.125,25,0,1,8,0.17157287525380988,0,1,0.0,-1000000000.0,1
374,T0,F24_Rat_finite_termination,2,2,"-1,3,0","-2,1,-3",-1,-2,-0.25,9,0,1,0,1.0,0,0,0.0,-1000000000.0,1
375,T0,F24_Rat_finite_termination,2,2,"1,-3,-4","3,2,-2",1,3,0.1111111111111111,25,0,1,13,10.908326913195987,0,1,0.0,-1000000000.0,1
376,T0,F24_Rat_finite_termination,2,2,"4,-1,-3","2,2,-3",4,2,1.0,49,0,1,20,2.618033988749895,0,1,0.0,-1000000000.0,1
377,T0,F24_Rat_finite_termination,2,2,"0,-1,3","-1,0,-3",0,-1,0.0,1,0,1,1,0.0,0,0,0.0,-1000000000.0,1
378,T1,irr_482,0,2,1,"4,6,4",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
379,T1,F24_Trans,2,2,"-2,1,3","0,-3,-3",-2,0,nan,25,0,1,-8,1.0,0,-1,0.32104900143850434,-1000000000.0,1
380,T1,irr_482,0,2,1,"4,5,2",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
381,T0,F24_Rat_finite_termination,2,2,"0,-1,2","0,-2,3",0,0,nan,1,0,1,0,1.0,0,0,0.0,-1000000000.0,1
382,T0,F24_Rat_finite_termination,2,2,"1,-1,-2","-1,2,-2",1,-1,1.0,9,0,1,5,0.38196601125010515,0,1,0.0,-1000000000.0,1
383,T1,irr_482,0,2,1,"4,-4,1",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
384,T1,irr_482,0,2,1,"5,3,7",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
385,T0,F24_Rat_finite_termination,2,2,"1,-1,0","2,1,-4",1,2,0.25,1,0,1,8,5.828427124746188,0,1,0.0,-1000000000.0,1
386,T1,irr_482,0,2,1,"1,4,2",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
387,T0,F24_Rat_finite_termination,2,2,"2,-2,0","2,0,-4",2,2,0.5,4,0,1,12,3.7320508075688776,0,1,0.0,-1000000000.0,1
388,T1,irr_482,0,2,1,"5,0,4",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
389,T0,F24_Rat_finite_termination,2,2,"-2,4,-2","-1,3,-2",-2,-1,-2.0,0,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
390,T1,irr_482,0,2,1,"3,3,1",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
391,T1,irr_482,0,2,1,"4,-2,7",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
392,T0,F24_Rat_finite_termination,2,2,"2,-3,1","2,4,-3",2,2,0.5,1,0,1,12,3.7320508075688776,0,1,0.0,-1000000000.0,1
393,T0,F24_Rat_finite_termination,2,2,"-1,1,2","-1,-4,2",-1,-1,-1.0,9,0,1,-3,1.0,0,-1,0.0,-1000000000.0,1
394,T1,irr_482,0,2,1,"5,-2,1",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
395,T1,F24_Trans,2,2,"-2,-1,1","0,-3,-3",-2,0,nan,9,0,1,-8,1.0,0,-1,0.3073251122959253,-1000000000.0,1
396,T1,irr_482,0,2,1,"6,-4,2",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
397,T0,F24_Rat_finite_termination,2,2,"1,3,-4","-3,-1,-2",1,-3,0.1111111111111111,25,0,1,13,0.09167308680401604,0,1,0.0,-1000000000.0,1
398,T1,irr_482,0,2,1,"6,-1,3",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
399,T0,F24_Rat_finite_termination,2,2,"2,1,-3","3,-1,4",2,3,0.2222222222222222,25,0,1,17,6.342329219213245,0,1,0.0,-1000000000.0,1
400,T1,irr_482,0,2,1,"3,4,4",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
401,T0,F24_Rat_finite_termination,2,2,"0,1,-2","-1,-2,1",0,-1,0.0,1,0,1,1,0.0,0,0,0.0,-1000000000.0,1
402,T0,F24_Rat_finite_termination,2,2,"-2,1,1","-3,-3,-1",-2,-3,-0.2222222222222222,9,0,1,1,0.5,0,0,0.0,-1000000000.0,1
403,T0,F24_Rat_finite_termination,2,2,"1,-3,-4","-4,-4,3",1,-4,0.0625,25,0,1,20,0.05572809000084124,0,1,0.0,-1000000000.0,1
404,T0,F24_Rat_finite_termination,2,2,"1,3,-4","-4,1,1",1,-4,0.0625,25,0,1,20,0.05572809000084124,0,1,0.0,-1000000000.0,1
405,T0,F24_Rat_finite_termination,2,2,"-2,3,-1","-4,1,3",-2,-4,-0.125,1,0,1,8,0.17157287525380988,0,1,0.0,-1000000000.0,1
406,T0,F24_Rat_finite_termination,2,2,"1,3,-4","4,-1,-1",1,4,0.0625,25,0,1,20,17.944271909999152,0,1,0.0,-1000000000.0,1
407,T1,irr_482,0,2,1,"5,0,2",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
408,T1,F24_Trans,2,2,"-2,1,3","0,3,4",-2,0,nan,25,0,1,-8,1.0,0,-1,0.3304176147388956,-1000000000.0,1
409,T0,F24_Rat_finite_termination,2,2,"-1,-3,4","-3,3,-1",-1,-3,-0.1111111111111111,25,0,1,5,0.14589803375031543,0,1,0.0,-1000000000.0,1
410,T0,F24_Rat_finite_termination,2,2,"-4,4,0","-2,2,2",-4,-2,-1.0,16,0,1,-12,1.0,0,-1,0.0,-1000000000.0,1
411,T0,F24_Rat_finite_termination,2,2,"-1,3,0","-3,2,-1",-1,-3,-0.1111111111111111,9,0,1,5,0.14589803375031543,0,1,0.0,-1000000000.0,1
412,T0,F24_Rat_finite_termination,2,2,"1,-1,0","-2,4,1",1,-2,0.25,1,0,1,8,0.17157287525380996,0,1,0.0,-1000000000.0,1
413,T1,irr_482,0,2,1,"2,1,4",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
414,T0,F24_Rat_finite_termination,2,2,"1,-4,3","-4,-3,2",1,-4,0.0625,4,0,1,20,0.05572809000084124,0,1,0.0,-1000000000.0,1
415,T0,F24_Rat_finite_termination,2,2,"4,-3,-1","0,4,-1",4,0,nan,25,0,1,16,1.0,0,0,0.0,-1000000000.0,1
416,T0,F24_Rat_finite_termination,2,2,"-1,-1,2","-4,3,-1",-1,-4,-0.0625,9,0,1,12,0.07179676972449085,0,1,0.0,-1000000000.0,1
417,T1,irr_482,0,2,1,"6,-6,4",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
418,T0,F24_Rat_finite_termination,2,2,"1,1,-2","4,4,3",1,4,0.0625,9,0,1,20,17.944271909999152,0,1,0.0,-1000000000.0,1
419,T1,irr_482,0,2,1,"2,3,5",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
420,T0,F24_Rat_finite_termination,2,2,"0,-1,4","-2,-3,-4",0,-2,0.0,1,0,1,4,0.0,0,0,0.0,-1000000000.0,1
421,T1,irr_482,0,2,1,"2,5,1",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
422,T0,F24_Rat_finite_termination,2,2,"4,-4,0","4,2,-2",4,4,0.25,16,0,1,32,5.828427124746188,0,1,0.0,-1000000000.0,1
423,T0,F24_Rat_finite_termination,2,2,"0,-1,1","2,-3,2",0,2,0.0,1,0,1,4,1000000000.0,0,0,0.0,-1000000000.0,1
424,T0,F24_Rat_finite_termination,2,2,"0,3,-3","2,-3,-4",0,2,0.0,9,0,1,4,1000000000.0,0,0,0.0,-1000000000.0,1
425,T0,F24_Rat_finite_termination,2,2,"-2,1,1","-1,-3,2",-2,-1,-2.0,9,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
426,T1,irr_482,0,2,1,"2,-2,2",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
427,T0,F24_Rat_finite_termination,2,2,"2,-2,-4","-4,2,1",2,-4,0.125,36,0,1,24,0.10102051443364377,0,1,0.0,-1000000000.0,1
428,T0,F24_Rat_finite_termination,2,2,"4,-2,-2","-3,0,3",4,-3,0.4444444444444444,36,0,1,25,0.25,0,0,0.0,-1000000000.0,1
429,T1,irr_482,0,2,1,"6,-2,2",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
430,T0,F24_Rat_finite_termination,2,2,"3,-1,-2","4,-1,-3",3,4,0.1875,25,0,1,28,7.194335081419453,0,1,0.0,-1000000000.0,1
431,T0,F24_Rat_finite_termination,2,2,"4,-2,-2","-1,1,-1",4,-1,4.0,36,0,1,17,0.6096117967977924,0,1,0.0,-1000000000.0,1
432,T0,F24_Rat_finite_termination,2,2,"-3,4,4","-1,-2,4",-3,-1,-3.0,64,0,1,-11,1.0,0,-1,0.0,-1000000000.0,1
433,T0,F24_Rat_finite_termination,2,2,"0,-1,2","1,0,-4",0,1,0.0,1,0,1,1,1000000000.0,0,0,0.0,-1000000000.0,1
434,T1,irr_482,0,2,1,"5,-1,2",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
435,T1,irr_482,0,2,1,"4,3,2",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
436,T0,F24_Rat_finite_termination,2,2,"2,2,-4","3,-4,-2",2,3,0.2222222222222222,36,0,1,17,6.342329219213245,0,1,0.0,-1000000000.0,1
437,T1,irr_482,0,2,1,"6,-5,6",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
438,T0,F24_Rat_finite_termination,2,2,"0,-3,3","2,-4,-3",0,2,0.0,9,0,1,4,1000000000.0,0,0,0.0,-1000000000.0,1
439,T0,F24_Rat_finite_termination,2,2,"-1,0,4","-3,-4,-4",-1,-3,-0.1111111111111111,16,0,1,5,0.14589803375031543,0,1,0.0,-1000000000.0,1
440,T0,F24_Rat_finite_termination,2,2,"2,-2,0","3,4,-4",2,3,0.2222222222222222,4,0,1,17,6.342329219213245,0,1,0.0,-1000000000.0,1
441,T1,F24_Trans,2,2,"-2,-1,1","0,3,4",-2,0,nan,9,0,1,-8,1.0,0,-1,0.316028587613286,-1000000000.0,1
442,T1,irr_482,0,2,1,"4,2,4",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
443,T0,F24_Rat_finite_termination,2,2,"-1,3,-2","0,2,1",-1,0,nan,1,0,1,-4,1.0,0,-1,0.0,-1000000000.0,1
444,T0,F24_Rat_finite_termination,2,2,"1,1,-2","-3,-3,3",1,-3,0.1111111111111111,9,0,1,13,0.09167308680401604,0,1,0.0,-1000000000.0,1
445,T1,F24_Trans,2,2,"-2,-3,-1","0,3,4",-2,0,nan,1,0,1,-8,1.0,0,-1,0.3030337486693034,-1000000000.0,1
446,T1,irr_482,0,2,1,"3,-6,5",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
447,T0,F24_Rat_finite_termination,2,2,"-1,0,1","-3,0,1",-1,-3,-0.1111111111111111,4,0,1,5,0.14589803375031543,0,1,0.0,-1000000000.0,1
448,T0,F24_Rat_finite_termination,2,2,"-2,0,2","1,-1,3",-2,1,-2.0,16,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
449,T0,F24_Rat_finite_termination,2,2,"0,-1,1","-4,1,3",0,-4,0.0,1,0,1,16,0.0,0,0,0.0,-1000000000.0,1
450,T0,F24_Rat_finite_termination,2,2,"1,-1,-2","-4,2,-4",1,-4,0.0625,9,0,1,20,0.05572809000084124,0,1,0.0,-1000000000.0,1
451,T1,irr_482,0,2,1,"2,5,3",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
452,T1,irr_482,0,2,1,"6,-5,5",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
453,T0,F24_Rat_finite_termination,2,2,"2,-3,-2","0,0,1",2,0,nan,25,0,1,8,1.0,0,1,0.0,-1000000000.0,1
454,T1,irr_482,0,2,1,"3,-6,6",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
455,T1,irr_482,0,2,1,"2,5,4",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
456,T0,F24_Rat_finite_termination,2,2,"0,-1,1","-2,-4,4",0,-2,0.0,1,0,1,4,0.0,0,0,0.0,-1000000000.0,1
457,T0,F24_Rat_finite_termination,2,2,"0,2,-2","-4,-4,3",0,-4,0.0,4,0,1,16,0.0,0,0,0.0,-1000000000.0,1
458,T1,irr_482,0,2,1,"4,3,7",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
459,T0,F24_Rat_finite_termination,2,2,"-2,1,1","0,1,1",-2,0,nan,9,0,1,-8,1.0,0,-1,0.0,-1000000000.0,1
460,T1,irr_482,0,2,1,"1,-5,5",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
461,T1,irr_482,0,2,1,"3,4,3",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
462,T1,irr_482,0,2,1,"1,2,5",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
463,T1,irr_482,0,2,1,"2,-5,5",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
464,T1,F24_Trans,2,2,"-2,-1,1","0,3,2",-2,0,nan,9,0,1,-8,1.0,0,-1,0.2990237768045346,-1000000000.0,1
465,T0,F24_Rat_finite_termination,2,2,"-1,2,-1","0,0,-3",-1,0,nan,0,0,1,-4,1.0,0,-1,0.0,-1000000000.0,1
466,T0,F24_Rat_finite_termination,2,2,"3,-4,-4","3,-2,3",3,3,0.3333333333333333,64,0,1,21,4.79128784747792,0,1,0.0,-1000000000.0,1
467,T1,irr_482,0,2,1,"3,-3,3",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
468,T0,F24_Rat_finite_termination,2,2,"-4,4,0","0,-4,1",-4,0,nan,16,0,1,-16,1.0,0,-1,0.0,-1000000000.0,1
469,T1,irr_482,0,2,1,"5,-6,3",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
470,T1,irr_482,0,2,1,"2,2,4",1,2,0.25,0,0,0,8,5.828427124746188,0,1,0.0,-1000000000.0,1
471,T0,F24_Rat_finite_termination,2,2,"1,1,-2","0,2,-3",1,0,nan,9,0,1,4,1.0,0,0,0.0,-1000000000.0,1
472,T1,irr_482,0,2,1,"5,1,2",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
473,T1,irr_482,0,2,1,"3,1,1",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
474,T0,F24_Rat_finite_termination,2,2,"2,-2,0","0,1,4",2,0,nan,4,0,1,8,1.0,0,1,0.0,-1000000000.0,1
475,T0,F24_Rat_finite_termination,2,2,"4,-2,-2","1,-4,-3",4,1,4.0,36,0,1,17,1.6403882032022075,0,1,0.0,-1000000000.0,1
476,T1,irr_482,0,2,1,"4,6,3",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
477,T0,F24_Rat_finite_termination,2,2,"3,-4,-4","-3,4,-3",3,-3,0.3333333333333333,64,0,1,21,0.20871215252207997,0,1,0.0,-1000000000.0,1
478,T0,F24_Rat_finite_termination,2,2,"2,-2,-4","-3,-1,2",2,-3,0.2222222222222222,36,0,1,17,0.1576707807867546,0,1,0.0,-1000000000.0,1
479,T0,F24_Rat_finite_termination,2,2,"-2,0,2","1,2,-2",-2,1,-2.0,16,0,1,-7,1.0,0,-1,0.0,-1000000000.0,1
480,T0,F24_Rat_finite_termination,2,2,"0,-2,4","3,3,-3",0,3,0.0,4,0,1,9,1000000000.0,0,0,0.0,-1000000000.0,1
481,T0,F24_Rat_finite_termination,2,2,"-2,4,0","-2,1,4",-2,-2,-0.5,16,0,1,-4,1.0,0,-1,0.0,-1000000000.0,1
482,T0,F24_Rat_finite_termination,2,2,"3,-4,-4","-4,-4,-1",3,-4,0.1875,64,0,1,28,0.13899825191387924,0,1,0.0,-1000000000.0,1
483,T0,F24_Rat_finite_termination,2,2,"-4,4,0","0,2,-2",-4,0,nan,16,0,1,-16,1.0,0,-1,0.0,-1000000000.0,1
484,T1,irr_482,0,2,1,"3,-3,2",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
485,T1,irr_482,0,2,1,"6,-2,7",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
486,T1,irr_482,0,2,1,"4,2,7",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
487,T0,F24_Rat_finite_termination,2,2,"-3,2,1","4,0,-1",-3,4,-0.1875,16,0,1,4,3.0,1,0,0.0,-1000000000.0,1
488,T0,F24_Rat_finite_termination,2,2,"-4,0,4","1,0,1",-4,1,-4.0,64,0,1,-15,1.0,0,-1,0.0,-1000000000.0,1
489,T1,irr_482,0,2,1,"5,5,2",1,5,0.04,0,0,0,29,26.96291201783628,0,1,0.0,-1000000000.0,1
490,T1,irr_482,0,2,1,"3,-2,3",1,3,0.1111111111111111,0,0,0,13,10.908326913195987,0,1,0.0,-1000000000.0,1
491,T0,F24_Rat_finite_termination,2,2,"-3,-1,4","1,-2,-2",-3,1,-3.0,49,0,1,-11,1.0,0,-1,0.0,-1000000000.0,1
492,T0,F24_Rat_finite_termination,2,2,"2,2,-4","2,1,1",2,2,0.5,36,0,1,12,3.7320508075688776,0,1,0.0,-1000000000.0,1
493,T0,F24_Rat_finite_termination,2,2,"0,-4,4","1,1,-3",0,1,0.0,16,0,1,1,1000000000.0,0,0,0.0,-1000000000.0,1
494,T1,irr_482,0,2,1,"4,4,3",1,4,0.0625,0,0,0,20,17.944271909999152,0,1,0.0,-1000000000.0,1
495,T0,F24_Rat_finite_termination,2,2,"0,-1,2","1,3,-3",0,1,0.0,1,0,1,1,1000000000.0,0,0,0.0,-1000000000.0,1
496,T0,F24_Rat_finite_termination,2,2,"-1,0,4","-4,-1,-4",-1,-4,-0.0625,16,0,1,12,0.07179676972449085,0,1,0.0,-1000000000.0,1
497,T0,F24_Rat_finite_termination,2,2,"-1,-2,3","-4,0,-2",-1,-4,-0.0625,16,0,1,12,0.07179676972449085,0,1,0.0,-1000000000.0,1
498,T1,irr_482,0,2,1,"6,-2,1",1,6,0.027777777777777776,0,0,0,40,37.973665961010234,0,1,0.0,-1000000000.0,1
499,T1,irr_482,0,2,1,"1,-4,1",1,1,1.0,0,0,0,5,2.618033988749895,0,1,0.0,-1000000000.0,1
